0,-61.76711,-64.70521,-69.19652,-75.83023,-93.45955,-112.7792,-122.6269,-136.0483,-144.3922,-157.4662,-188.0647,-206.4167,-214.1696,-209.1042,-178.8466,-49.99395,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
1,-62.16291,-64.9587,-69.22844,-75.64458,-93.35191,-112.7247,-122.5944,-136.0799,-144.547,-157.6207,-188.249,-206.6591,-214.4097,-209.3352,-178.9836,-49.99395,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
2,-61.85269,-64.56789,-68.86665,-75.42801,-93.14737,-112.453,-122.3663,-135.8271,-144.0053,-157.4551,-187.7394,-206.2269,-213.9514,-208.7854,-178.4146,-49.8746,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
3,-61.89536,-64.66296,-68.8773,-75.41769,-93.21196,-112.453,-122.3528,-135.8271,-143.8839,-157.3777,-187.696,-206.1742,-213.9405,-208.8734,-178.5516,-49.9398,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
4,-61.80965,-64.66309,-68.87716,-75.44878,-93.22272,-112.4856,-122.3663,-135.8586,-143.9612,-157.0687,-187.7503,-206.2059,-213.9841,-208.8624,-178.6043,-49.78791,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
5,-61.65989,-64.40959,-68.82396,-75.3972,-93.03972,-112.3769,-122.2903,-135.5847,-143.6959,-156.9693,-187.5119,-205.974,-213.7552,-208.7964,-178.6359,-49.71197,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
6,-62.23768,-65.03277,-69.50496,-76.17072,-93.82543,-113.127,-122.9962,-136.4907,-144.7019,-157.6978,-188.3357,-206.796,-214.5844,-209.5,-179.2048,-50.44973,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
7,-61.55317,-64.29327,-68.76012,-75.21156,-92.91039,-112.2464,-122.0731,-135.4583,-143.6074,-157.0356,-187.2949,-205.7104,-213.4824,-208.3895,-178.2413,-49.54913,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
8,-61.8099,-64.40945,-68.86665,-75.17017,-92.92117,-112.2247,-122.0731,-135.4796,-143.8063,-157.4772,-187.3166,-205.6577,-213.4059,-208.3015,-178.088,-49.918,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
9,-62.04525,-64.58901,-69.10075,-75.61365,-93.21196,-112.4312,-122.3337,-135.7428,-143.9943,-156.6936,-187.5009,-205.8369,-213.5914,-208.5545,-178.362,-50.09159,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
10,-61.15724,-63.82852,-68.34526,-74.90202,-92.49069,-111.6702,-121.5164,-134.9,-142.9884,-156.0974,-186.5035,-204.941,-212.664,-207.5429,-177.3821,-49.34299,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
11,-61.83117,-64.5362,-68.8773,-75.39706,-93.09354,-112.2464,-122.0595,-135.4583,-143.5522,-156.572,-187.0347,-205.3942,-213.0349,-207.9058,-177.7087,-50.08084,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
12,-61.72407,-64.45184,-69.11126,-75.53128,-93.15813,-112.3116,-122.0704,-135.4794,-143.508,-156.9362,-186.9915,-205.331,-213.0349,-208.0267,-177.951,-50.01575,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
13,-61.17863,-64.09258,-68.62178,-75.10843,-92.67356,-111.8007,-121.6278,-134.9527,-143.0327,-156.0533,-186.5904,-205.0042,-212.7841,-207.7738,-177.6876,-49.49498,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
14,-62.1414,-64.92715,-69.24959,-75.68598,-93.31946,-112.5617,-122.4749,-135.8797,-144.0276,-156.9142,-187.5985,-205.9738,-213.7661,-208.7853,-178.7728,-50.22189,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
15,-62.14152,-64.80026,-69.07934,-75.53128,-93.20106,-112.4856,-122.3446,-135.7008,-143.9169,-156.7596,-187.4575,-205.858,-213.6679,-208.5654,-178.362,-49.99395,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
16,-61.4034,-64.27215,-68.94114,-75.38675,-93.02895,-112.3442,-122.1817,-135.4899,-143.7953,-157.1571,-187.3816,-205.8159,-213.6023,-208.4884,-178.1723,-49.65762,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
17,-61.8206,-64.90589,-69.33484,-75.95399,-93.53491,-112.7356,-122.6269,-135.964,-144.0827,-157.2785,-187.761,-206.1532,-213.9078,-208.8954,-178.7307,-50.16754,27,27,27,27,27,27,27,27,27,28,27,27,27,27,28,27
18,-61.70293,-64.64183,-68.96243,-75.52083,-93.15813,-112.4203,-122.2224,-135.7428,-143.707,-157.3667,-187.3816,-205.8686,-213.5695,-208.4446,-178.1723,-49.89631,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
19,-61.49955,-64.09258,-68.61127,-75.1186,-92.82441,-112.0398,-121.8205,-135.2055,-143.4306,-156.8259,-187.0781,-205.4258,-213.1331,-208.0377,-177.8035,-49.58178,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
20,-61.3177,-64.35677,-68.79204,-75.32501,-92.85671,-112.0507,-121.8314,-135.2793,-143.3311,-156.5168,-186.8179,-205.2149,-212.8823,-207.8398,-177.7403,-49.74451,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
21,-61.7349,-64.50465,-68.8878,-75.3972,-93.03957,-112.2247,-122.0405,-135.3319,-143.5633,-156.7596,-186.9805,-205.3203,-213.046,-208.0156,-177.9089,-49.77706,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
22,-61.54235,-64.19821,-68.62178,-74.97436,-92.60896,-111.8115,-121.5953,-135.0371,-143.3199,-156.1747,-186.6336,-204.9831,-212.6859,-207.6088,-177.4664,-49.59252,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
23,-61.25364,-64.25102,-68.61127,-75.20125,-92.70599,-111.8985,-121.6278,-135.0582,-143.2315,-156.7596,-186.4926,-204.8356,-212.5005,-207.4878,-177.4769,-49.54913,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
24,-61.26433,-64.28271,-68.44102,-74.93296,-92.57682,-111.7789,-121.5627,-134.9423,-142.933,-156.2852,-186.2758,-204.6142,-212.2821,-207.224,-177.203,-49.73356,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
25,-61.73502,-64.24046,-68.70704,-75.10828,-92.69524,-111.7898,-121.6495,-134.9527,-143.0436,-156.241,-186.4384,-204.6775,-212.3258,-207.257,-177.1714,-49.79866,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
26,-61.22154,-64.01865,-68.46231,-74.89171,-92.46916,-111.5615,-121.302,-134.6893,-142.8557,-155.6228,-186.0915,-204.4245,-212.1185,-207.0811,-177.0871,-49.35384,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
27,-61.45689,-64.42002,-68.82409,-75.39706,-92.88901,-112.0181,-121.8233,-135.1212,-143.2978,-156.6824,-186.677,-204.9304,-212.5767,-207.4769,-177.3716,-49.85291,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
28,-61.92746,-64.73689,-69.09011,-75.63427,-93.19043,-112.3008,-122.2115,-135.4899,-143.6184,-156.8702,-187.0456,-205.3731,-213.0895,-208.0487,-177.9721,-50.07,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
29,-62.14127,-64.81096,-69.12203,-75.59303,-93.19043,-112.3877,-122.2468,-135.7533,-143.8949,-156.4396,-187.3274,-205.6999,-213.4386,-208.3786,-178.2038,-50.0266,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
30,-61.67059,-64.26171,-68.66435,-75.22188,-92.96422,-112.1594,-121.8885,-135.2793,-143.3643,-157.2894,-186.9915,-205.4257,-213.1768,-208.1037,-177.9405,-49.88556,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
31,-62.80465,-65.67708,-70.10084,-76.65545,-94.40674,-113.6271,-123.4631,-136.9332,-145.1551,-158.7243,-188.7802,-207.1756,-214.8462,-209.7529,-179.4366,-51.02464,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
32,-62.68709,-65.36007,-69.87753,-76.42855,-94.18067,-113.6706,-123.6152,-137.028,-145.1218,-158.5808,-189.0404,-207.5445,-215.3916,-210.2038,-179.7,-50.56897,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
33,-62.39826,-65.3812,-69.86687,-76.4698,-94.2991,-113.6923,-123.6043,-137.1755,-145.5198,-158.934,-189.409,-207.9029,-215.6645,-210.5226,-180.0116,-50.76426,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
34,-62.94383,-65.81425,-70.28187,-76.81001,-94.67602,-114.1272,-124.093,-137.6706,-145.9288,-159.3204,-189.9186,-208.451,-216.2318,-211.0065,-180.2962,-50.93785,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
35,-61.77781,-64.59958,-69.20715,-75.84055,-93.78252,-113.2357,-123.1156,-136.7119,-144.8565,-158.5809,-188.9754,-207.6289,-215.5007,-210.3468,-179.7527,-49.8964,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
36,-63.07195,-65.71919,-70.01585,-76.51092,-94.44994,-113.9748,-124.0146,-137.66,-145.8625,-158.9119,-190.1137,-208.6829,-216.5918,-211.4575,-180.8274,-50.89455,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
37,-63.38218,-65.96227,-70.24981,-76.6967,-94.63296,-114.3011,-124.2668,-137.9129,-146.0948,-158.9008,-190.2547,-208.8621,-216.6463,-211.3915,-180.5956,-50.91625,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
38,-62.32313,-64.90602,-69.27087,-75.98508,-93.8794,-113.4532,-123.4197,-136.9437,-145.1441,-158.5366,-189.3333,-207.945,-215.7845,-210.5997,-179.9108,-50.14594,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
39,-62.67628,-65.76144,-70.4731,-77.04736,-95.0096,-114.4642,-124.408,-138.0287,-146.349,-159.3423,-190.515,-209.1044,-216.9192,-211.7874,-181.1856,-51.03559,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
40,-63.0079,-65.92001,-70.38805,-76.98548,-94.96652,-114.4968,-124.5274,-138.0287,-146.3711,-159.2872,-190.6991,-209.3258,-217.2029,-212.0402,-181.3331,-50.82945,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
41,-62.5586,-65.39189,-69.98379,-76.48012,-94.43905,-114.0076,-124.1039,-137.7865,-146.1057,-159.1768,-190.2438,-208.9147,-216.7774,-211.6113,-180.9749,-50.51472,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
42,-62.83686,-65.43401,-69.88816,-76.56262,-94.58974,-114.1273,-124.2016,-137.755,-146.1499,-159.5631,-190.4932,-209.1783,-217.0719,-211.9083,-181.2761,-50.67746,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
43,-62.83686,-65.27557,-69.6115,-76.17072,-94.19144,-113.8771,-123.8867,-137.4811,-145.8293,-158.8569,-189.9944,-208.6197,-216.4719,-211.2374,-180.5007,-50.43877,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
44,-62.35547,-65.16995,-69.71791,-76.30465,-94.24527,-113.6597,-123.626,-137.2493,-145.5087,-158.5478,-189.7234,-208.2508,-216.1227,-211.0066,-180.4059,-50.49302,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
45,-62.6657,-65.28613,-69.68599,-76.13963,-94.0624,-113.6162,-123.5174,-137.0069,-145.2324,-158.2388,-189.3223,-207.8397,-215.6316,-210.4568,-179.8581,-50.41708,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
46,-62.26989,-65.18051,-69.69663,-76.45935,-94.22388,-113.6706,-123.6478,-137.2808,-145.4866,-158.8569,-189.5066,-208.0927,-215.9589,-210.7757,-180.2268,-50.49302,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
47,-61.7028,-64.72633,-69.28164,-75.92306,-93.79327,-113.1596,-122.9636,-136.438,-144.6686,-158.1615,-188.5742,-207.144,-214.9552,-209.7641,-179.268,-50.10254,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
48,-62.63348,-65.5185,-69.96265,-76.5728,-94.36382,-113.7249,-123.6779,-137.2913,-145.3983,-158.956,-189.3223,-207.8818,-215.708,-210.5558,-180.0372,-50.76435,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
49,-61.99151,-64.83208,-69.14331,-75.71678,-93.56721,-113.0183,-122.9501,-136.4696,-144.7682,-157.9075,-188.6501,-207.2072,-215.0316,-209.83,-179.3102,-49.8747,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
50,-61.84175,-64.72646,-69.14318,-75.79929,-93.52415,-112.8443,-122.779,-136.1958,-144.4366,-158.0179,-188.314,-206.8805,-214.7152,-209.5991,-179.2154,-50.13509,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
51,-61.92733,-64.8849,-69.23895,-75.74786,-93.55644,-112.8552,-122.7464,-136.3011,-144.4808,-157.5433,-188.2056,-206.7117,-214.4753,-209.3682,-178.9836,-49.9832,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
52,-61.55304,-64.17722,-68.67499,-75.28376,-93.03957,-112.3877,-122.2794,-135.7006,-143.9281,-156.7045,-187.642,-206.1214,-213.9188,-208.8403,-178.5727,-49.60347,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
53,-61.7349,-64.37777,-68.89845,-75.36626,-93.02882,-112.3225,-122.2794,-135.6901,-143.8949,-156.7486,-187.5009,-205.9,-213.6242,-208.5984,-178.4462,-49.82046,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
54,-61.66013,-64.52577,-68.941,-75.41783,-93.10416,-112.3551,-122.1817,-135.5321,-143.7842,-156.6493,-187.2515,-205.6893,-213.4388,-208.3785,-178.1723,-49.71187,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
55,-61.49968,-64.20877,-68.80267,-75.25282,-93.02882,-112.2357,-122.0188,-135.3846,-143.53,-156.6713,-187.0889,-205.5207,-213.2969,-208.2245,-178.0669,-49.69017,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
56,-61.02898,-64.10314,-68.48359,-75.04655,-92.58744,-111.7464,-121.4541,-134.8368,-142.9662,-155.8437,-186.5035,-204.8672,-212.5223,-207.5208,-177.4348,-49.44063,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
57,-61.66013,-64.45171,-68.84538,-75.20111,-92.87824,-112.0725,-121.8885,-135.2687,-143.4526,-156.2742,-186.9263,-205.2888,-213.1005,-208.0046,-177.8246,-49.74441,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
58,-61.36061,-64.26158,-68.6964,-75.14954,-92.85671,-111.8985,-121.8125,-135.2267,-143.3531,-156.8371,-186.7745,-205.0675,-212.7296,-207.6308,-177.4664,-49.67932,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
59,-62.14152,-64.80026,-69.20715,-75.74773,-93.27655,-112.4638,-122.3011,-135.669,-143.8727,-156.7598,-187.3274,-205.6577,-213.3186,-208.3236,-178.2882,-50.21094,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
60,-61.44607,-64.03977,-68.4091,-74.90202,-92.56605,-111.7789,-121.4947,-134.9211,-143.1099,-156.517,-186.6119,-205.0253,-212.7731,-207.6749,-177.498,-49.41903,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
61,-61.83117,-64.68421,-69.13267,-75.61365,-93.14737,-112.3334,-122.103,-135.4689,-143.4857,-156.9252,-187.0889,-205.4048,-213.0895,-208.0157,-177.8984,-50.17849,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
62,-62.10918,-65.00095,-69.271,-75.8096,-93.47032,-112.6704,-122.4722,-135.9113,-143.9944,-157.2784,-187.5551,-205.9002,-213.5805,-208.4886,-178.2882,-50.23273,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
63,-61.72407,-64.37777,-68.70691,-75.28362,-92.93207,-112.2247,-122.0188,-135.4267,-143.4196,-156.7486,-187.219,-205.605,-213.3186,-208.2906,-178.088,-49.72282,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
64,-62.0557,-64.85321,-69.21766,-75.7788,-93.4165,-112.6921,-122.646,-136.0904,-144.2597,-157.753,-187.7936,-206.2059,-213.9079,-208.7854,-178.4989,-50.22189,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
65,-61.51025,-64.58915,-69.33471,-75.87163,-93.28717,-112.5508,-122.2903,-135.7744,-143.718,-157.4329,-187.3708,-205.7946,-213.526,-208.4336,-178.1723,-49.9398,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
66,-61.45677,-64.3672,-68.97292,-75.52097,-93.07188,-112.2465,-122.0731,-135.4899,-143.5743,-157.2122,-187.1865,-205.6471,-213.406,-208.3675,-178.1618,-49.79876,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
67,-61.76711,-64.34621,-68.73883,-75.18063,-92.85657,-112.0833,-121.9211,-135.3109,-143.6295,-156.7265,-187.219,-205.5627,-213.3078,-208.2905,-178.1723,-49.73356,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
68,-62.2378,-65.23332,-69.67535,-76.1087,-93.75007,-113.0293,-122.8224,-136.2486,-144.3038,-157.4883,-188.043,-206.4272,-214.1916,-209.1812,-179.0573,-50.26519,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
69,-61.45689,-64.16652,-68.65384,-75.08766,-92.82441,-112.0616,-121.7907,-135.2899,-143.4194,-157.0247,-186.9697,-205.3731,-213.1551,-208.0927,-177.8878,-49.59252,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
70,-62.10943,-65.0432,-69.45189,-75.85085,-93.54568,-112.703,-122.6487,-136.2168,-144.4254,-157.5876,-188.043,-206.4377,-214.1915,-209.1373,-178.8993,-50.33028,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
71,-61.64944,-64.32496,-68.84538,-75.25268,-93.12583,-112.3225,-122.0188,-135.5005,-143.6626,-157.4108,-187.2299,-205.6472,-213.4059,-208.2796,-178.0248,-49.61432,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
72,-61.82035,-64.71577,-69.24972,-75.73741,-93.38421,-112.6378,-122.464,-136.0377,-144.1601,-157.1459,-187.7611,-206.1637,-213.8969,-208.8294,-178.5937,-50.25444,27,27,27,27,27,27,27,27,27,28,28,27,27,27,28,27
